id,price
2591820310,368991.7523538286
7974200820,840149.0248983002
7701450110,1141284.9660224954
9522300010,1935041.5560979412
9510861140,720200.4171596483
1761300310,269795.8824675542
7732410120,775377.6375044368
7010701383,589848.9257463018
291310170,443655.06035110814
4232901990,555072.3488625152
6840701125,642006.7433988374
3971700580,375965.2069777211
4202400078,247721.43115931517
6064800090,364252.61858884833
2626119028,229383.78988365844
3303980660,1051244.7650169167
862000020,763478.9714846472
2386000070,940136.0027764224
1138000450,370708.7835804515
1775800420,458930.147331039
2291401425,420942.5917284467
2025770560,922330.858764614
3525069037,682607.7014962517
9324800450,577401.6823729075
8080400136,553382.6952647032
8651540040,521389.37777957576
9407001790,236535.65218106937
1773101530,196085.02009746333
9432900250,374370.9920561575
1794500695,593954.7962844482
2220069003,295638.76679994905
923000120,470040.7159239445
5728000060,541823.2315584149
16000200,275011.8984943584
1926059094,431058.09233659436
6672900220,1004786.965568308
3629860060,818279.4443315754
1822069109,382650.42215899064
6675500105,373437.5783965727
249000180,1707292.4439873502
226059065,490373.34243175824
396100110,255492.04871113205
9264450460,367879.2994908427
7853361210,404429.1275002518
9474700020,267311.9809622305
421000455,234499.04496993462
3755200220,399956.0026598428
7960100075,522260.8240620351
9477100490,407747.3044409107
9138100350,745554.0636752143
1624049275,448896.64977237716
2770606890,539122.2325355245
1157200189,407637.11670877156
2770601800,497851.30817047576
9301300805,551407.1560067654
2325069032,1090087.5617899888
1021079099,370823.1221383506
7215730040,746200.19521249
1853200080,405360.69699919067
3224600340,696763.6749969703
3222049120,397719.2667358579
2113700025,286994.2418213464
7893207925,222928.9232705492
3586501085,581960.6926135379
8024200010,476034.7219118741
7116500705,184133.10983282706
1598600209,348037.3581956425
7204200025,778718.8355475849
4206901505,592204.7156808377
2937300440,939406.5359532936
7205000180,323869.0316777854
8718500665,374181.41762728296
5318101765,859327.6116247133
4122700020,896889.7071689935
8078700020,499013.6878942172
3303980680,884867.5099145869
8924100372,1346482.2518359206
2781270210,205403.9661364578
519000043,593675.7472333118
3225069301,1402914.0807375489
151000075,776874.6644160546
2297400020,444577.4434950176
6617500085,640628.695382243
104510180,250742.87954704996
3528900060,1023752.2475413408
3345100286,507700.65262730775
1226039130,443411.4225286586
8712100720,799034.2892186065
3037200010,389732.9144770028
3626039268,439354.71590739227
104510230,243304.66044936594
5112800060,385639.1793971038
6072400280,602566.9834963181
5317100570,1224613.1864867453
9528102993,557425.2648416561
2919201095,504131.6796152699
6181400920,270441.7749584505
185000161,252506.5160979961
8691400010,747549.457587865
3345700165,549469.447396833
6151800486,218222.64054572978
4340000080,1126815.2285441156
4136960010,550568.2250623513
3634100030,358985.76328250946
1624059224,1088032.0223772298
2788400090,258831.8235829944
9828200762,530938.2273452675
7524400250,529691.9352629109
3528000290,740219.193384477
5700003630,2388918.848211913
2720069019,274705.29100355954
7227501170,240964.17184202262
2397101270,642876.1812216905
6792100090,760704.3335329161
2770602265,549439.1372945594
3971700937,294691.25976323365
422049203,231456.87589137832
3076500830,220375.4318098869
1423400260,281578.25403876416
9161100795,428453.76230767276
3126049052,517312.9713202498
5100401468,400259.0674712602
514500235,402769.30094381364
1423200170,197402.05317578343
1402100070,391590.9227403991
624110020,739183.2203831329
2407000145,210800.5921111549
1890000225,911290.6445119365
1320069271,345573.8110064891
5490700085,389255.05397802533
263000155,479496.1647068074
3726800201,433253.5473568358
5153200358,299955.91628837347
2725079018,783588.5042476318
7165700200,281021.3128621042
9429000170,561584.3416580685
8718500075,360820.7977547002
1760650950,315937.40945508756
1068000559,1153079.9955792823
4113800500,651359.2688374914
4077800507,544166.0484790658
2725069150,738112.2110170358
4008400035,595163.3207855014
7016310270,434370.67168243026
1432701230,211589.56822527963
3278606050,355896.132781905
